hour,hour_scaled,temperature,humidity,wind_speed,working_day,rental_count,target_scaled
14,0.6086956521739131,0.74,0.27,0.4925,1,123,0.123
15,0.6521739130434783,0.76,0.23,0.5522,1,143,0.143
16,0.6956521739130435,0.76,0.22,0.5224,1,189,0.189
17,0.7391304347826086,0.74,0.23,0.6119,1,366,0.366
18,0.782608695652174,0.72,0.23,0.4925,1,386,0.386
19,0.8260869565217391,0.7,0.24,0.4627,1,278,0.278
20,0.8695652173913043,0.7,0.24,0.5522,1,173,0.173
21,0.9130434782608695,0.7,0.3,0.4478,1,95,0.095
22,0.9565217391304348,0.68,0.36,0.4627,1,75,0.075
23,1.0,0.64,0.47,0.2239,1,48,0.048
0,0.0,0.62,0.5,0.1045,1,22,0.022
1,0.043478260869565216,0.62,0.57,0.4179,1,15,0.015
2,0.08695652173913043,0.54,0.73,0.3284,1,5,0.005
3,0.13043478260869565,0.54,0.73,0.3284,1,4,0.004
4,0.17391304347826086,0.5,0.88,0.4925,1,2,0.002
5,0.21739130434782608,0.46,0.94,0.2985,1,5,0.005
6,0.2608695652173913,0.48,0.88,0.3284,1,38,0.038
7,0.30434782608695654,0.48,0.88,0.3284,1,134,0.134
8,0.34782608695652173,0.38,0.87,0.5821,1,157,0.157
9,0.391304347826087,0.36,0.87,0.4925,1,46,0.046
10,0.43478260869565216,0.34,0.81,0.3881,1,28,0.028
11,0.4782608695652174,0.32,0.81,0.4478,1,19,0.019
12,0.5217391304347826,0.34,0.71,0.3881,1,38,0.038
13,0.5652173913043478,0.36,0.63,0.4179,1,56,0.056
14,0.6086956521739131,0.36,0.57,0.4925,1,76,0.076
15,0.6521739130434783,0.4,0.46,0.4627,1,68,0.068
16,0.6956521739130435,0.38,0.46,0.4179,1,130,0.13
17,0.7391304347826086,0.42,0.38,0.4179,1,273,0.273
18,0.782608695652174,0.38,0.4,0.4925,1,267,0.267
19,0.8260869565217391,0.36,0.43,0.2985,1,160,0.16
20,0.8695652173913043,0.34,0.46,0.2836,1,91,0.091
21,0.9130434782608695,0.34,0.46,0.5224,1,89,0.089
22,0.9565217391304348,0.32,0.49,0.2985,1,46,0.046
23,1.0,0.3,0.49,0.2836,1,26,0.026
0,0.0,0.3,0.49,0.1045,1,15,0.015
1,0.043478260869565216,0.26,0.6,0.1343,1,2,0.002
2,0.08695652173913043,0.24,0.7,0.1343,1,5,0.005
3,0.13043478260869565,0.26,0.6,0.1343,1,4,0.004
4,0.17391304347826086,0.24,0.65,0.1343,1,1,0.001
5,0.21739130434782608,0.24,0.7,0.1045,1,13,0.013
6,0.2608695652173913,0.24,0.7,0.1045,1,56,0.056
7,0.30434782608695654,0.26,0.65,0.1045,1,133,0.133
8,0.34782608695652173,0.32,0.61,0.2239,1,325,0.325
9,0.391304347826087,0.36,0.46,0.2537,1,165,0.165
10,0.43478260869565216,0.4,0.37,0.3881,1,69,0.069
11,0.4782608695652174,0.42,0.38,0.3881,1,93,0.093
12,0.5217391304347826,0.44,0.41,0.2537,1,134,0.134
13,0.5652173913043478,0.46,0.38,0.4925,1,112,0.112
14,0.6086956521739131,0.5,0.34,0.4179,1,115,0.115
15,0.6521739130434783,0.52,0.32,0.3284,1,117,0.117
16,0.6956521739130435,0.54,0.28,0.4179,1,169,0.169
17,0.7391304347826086,0.52,0.32,0.4478,1,356,0.356
18,0.782608695652174,0.52,0.29,0.3582,1,325,0.325
19,0.8260869565217391,0.5,0.31,0.2985,1,232,0.232
20,0.8695652173913043,0.46,0.51,0.2239,1,141,0.141
21,0.9130434782608695,0.46,0.41,0.2836,1,102,0.102
22,0.9565217391304348,0.46,0.41,0.2836,1,84,0.084
23,1.0,0.46,0.41,0.2985,1,40,0.04
0,0.0,0.46,0.41,0.2836,1,20,0.02
1,0.043478260869565216,0.42,0.47,0.1343,1,13,0.013
2,0.08695652173913043,0.42,0.54,0,1,7,0.007
3,0.13043478260869565,0.36,0.66,0.194,1,3,0.003
4,0.17391304347826086,0.34,0.76,0.194,1,1,0.001
5,0.21739130434782608,0.34,0.76,0.2239,1,6,0.006
6,0.2608695652173913,0.32,0.81,0.2537,1,64,0.064
7,0.30434782608695654,0.34,0.76,0.1642,1,160,0.16
8,0.34782608695652173,0.36,0.76,0.194,1,314,0.314
9,0.391304347826087,0.4,0.66,0.1343,1,170,0.17
10,0.43478260869565216,0.42,0.67,0.1045,1,95,0.095
11,0.4782608695652174,0.46,0.55,0,1,122,0.122
12,0.5217391304347826,0.46,0.55,0,1,153,0.153
13,0.5652173913043478,0.52,0.48,0.0896,1,135,0.135
14,0.6086956521739131,0.56,0.43,0.0896,1,157,0.157
15,0.6521739130434783,0.6,0.38,0.1045,1,160,0.16
16,0.6956521739130435,0.6,0.35,0,1,213,0.213
17,0.7391304347826086,0.52,0.52,0.2836,1,343,0.343
18,0.782608695652174,0.48,0.55,0.2537,1,333,0.333
19,0.8260869565217391,0.46,0.59,0.2985,1,226,0.226
20,0.8695652173913043,0.44,0.62,0.1642,1,203,0.203
21,0.9130434782608695,0.44,0.67,0.2836,1,108,0.108
22,0.9565217391304348,0.4,0.76,0.194,1,81,0.081
23,1.0,0.38,0.76,0.2537,1,54,0.054
0,0.0,0.36,0.76,0.2239,1,25,0.025
1,0.043478260869565216,0.34,0.76,0.1343,1,9,0.009
2,0.08695652173913043,0.34,0.76,0.1642,1,13,0.013
3,0.13043478260869565,0.34,0.76,0.1642,1,1,0.001
4,0.17391304347826086,0.34,0.86,0.1343,1,1,0.001
5,0.21739130434782608,0.32,0.87,0.194,1,9,0.009
6,0.2608695652173913,0.34,0.87,0,1,35,0.035
7,0.30434782608695654,0.34,0.87,0.1642,1,113,0.113
8,0.34782608695652173,0.34,0.87,0.1642,1,221,0.221
9,0.391304347826087,0.36,0.76,0.194,1,185,0.185
10,0.43478260869565216,0.36,0.71,0.2836,1,73,0.073
11,0.4782608695652174,0.4,0.62,0.3881,1,98,0.098
12,0.5217391304347826,0.38,0.66,0.2239,1,80,0.08
13,0.5652173913043478,0.36,0.76,0.2836,1,42,0.042
14,0.6086956521739131,0.34,0.87,0.2239,1,15,0.015
15,0.6521739130434783,0.34,0.87,0.2239,1,25,0.025
16,0.6956521739130435,0.32,0.93,0.2537,1,60,0.06
17,0.7391304347826086,0.32,0.93,0.2537,1,148,0.148
18,0.782608695652174,0.32,0.93,0.2537,1,62,0.062
19,0.8260869565217391,0.3,0.93,0.4179,1,53,0.053
20,0.8695652173913043,0.3,0.93,0.3284,1,63,0.063
21,0.9130434782608695,0.3,0.93,0.2537,1,54,0.054
22,0.9565217391304348,0.3,0.93,0.2985,1,51,0.051
23,1.0,0.3,0.93,0.2239,1,35,0.035
0,0.0,0.3,0.87,0.2239,0,31,0.031
1,0.043478260869565216,0.3,0.87,0.1343,0,20,0.02
2,0.08695652173913043,0.32,0.87,0.2239,0,17,0.017
3,0.13043478260869565,0.3,1,0.2537,0,14,0.014
4,0.17391304347826086,0.3,1,0.2537,0,3,0.003
5,0.21739130434782608,0.3,0.93,0.2239,0,5,0.005
6,0.2608695652173913,0.3,0.93,0.194,0,13,0.013
7,0.30434782608695654,0.3,0.93,0.1642,0,21,0.021
8,0.34782608695652173,0.32,0.93,0.1642,0,54,0.054
9,0.391304347826087,0.34,0.87,0.1045,0,98,0.098
10,0.43478260869565216,0.34,0.87,0.1343,0,133,0.133
11,0.4782608695652174,0.36,0.81,0,0,142,0.142
12,0.5217391304347826,0.36,0.81,0.1343,0,202,0.202
13,0.5652173913043478,0.36,0.81,0,0,222,0.222
14,0.6086956521739131,0.36,0.81,0.1343,0,212,0.212
15,0.6521739130434783,0.36,0.87,0,0,201,0.201
16,0.6956521739130435,0.38,0.82,0,0,191,0.191
17,0.7391304347826086,0.38,0.82,0.0896,0,257,0.257
18,0.782608695652174,0.38,0.82,0.1045,0,177,0.177
19,0.8260869565217391,0.38,0.82,0.1343,0,130,0.13
20,0.8695652173913043,0.38,0.87,0.1642,0,93,0.093
21,0.9130434782608695,0.36,0.93,0.1343,0,75,0.075
22,0.9565217391304348,0.36,0.93,0.1343,0,87,0.087
23,1.0,0.38,0.87,0.0896,0,57,0.057
0,0.0,0.38,0.87,0.0896,0,53,0.053
1,0.043478260869565216,0.38,0.87,0.1343,0,37,0.037
2,0.08695652173913043,0.38,0.87,0.0896,0,36,0.036
3,0.13043478260869565,0.38,0.87,0.1343,0,16,0.016
4,0.17391304347826086,0.36,0.93,0.1045,0,5,0.005
5,0.21739130434782608,0.36,0.93,0.0896,0,4,0.004
6,0.2608695652173913,0.36,0.93,0.0896,0,4,0.004
7,0.30434782608695654,0.36,1,0.0896,0,10,0.01
8,0.34782608695652173,0.38,0.94,0.0896,0,55,0.055
9,0.391304347826087,0.38,0.94,0.1343,0,81,0.081
10,0.43478260869565216,0.4,0.87,0,0,150,0.15
11,0.4782608695652174,0.4,0.87,0.1343,0,202,0.202
12,0.5217391304347826,0.42,0.88,0.1343,0,230,0.23
13,0.5652173913043478,0.46,0.82,0.1045,0,263,0.263
14,0.6086956521739131,0.5,0.72,0.194,0,281,0.281
15,0.6521739130434783,0.5,0.77,0.2239,0,297,0.297
16,0.6956521739130435,0.52,0.72,0.1642,0,288,0.288
17,0.7391304347826086,0.52,0.72,0.194,0,236,0.236
18,0.782608695652174,0.5,0.77,0.194,0,240,0.24
19,0.8260869565217391,0.5,0.77,0.194,0,131,0.131
20,0.8695652173913043,0.46,0.82,0.1343,0,92,0.092
21,0.9130434782608695,0.44,0.88,0.194,0,95,0.095
22,0.9565217391304348,0.44,0.94,0.2537,0,57,0.057
23,1.0,0.46,0.88,0.3582,0,32,0.032
0,0.0,0.48,0.88,0.3284,1,23,0.023
1,0.043478260869565216,0.46,0.94,0.2836,1,4,0.004
2,0.08695652173913043,0.46,0.94,0.2836,1,9,0.009
4,0.17391304347826086,0.46,0.94,0.194,1,1,0.001
5,0.21739130434782608,0.46,0.94,0.194,1,13,0.013
6,0.2608695652173913,0.46,1,0.2239,1,61,0.061
7,0.30434782608695654,0.5,0.88,0.2239,1,176,0.176
8,0.34782608695652173,0.52,0.88,0.2836,1,314,0.314
9,0.391304347826087,0.56,0.83,0.2836,1,165,0.165
10,0.43478260869565216,0.56,0.83,0.2985,1,96,0.096
11,0.4782608695652174,0.6,0.73,0.2985,1,104,0.104
12,0.5217391304347826,0.6,0.73,0.3284,1,134,0.134
13,0.5652173913043478,0.64,0.69,0.4179,1,139,0.139
14,0.6086956521739131,0.72,0.54,0.3582,1,145,0.145
15,0.6521739130434783,0.74,0.48,0.5224,1,141,0.141
16,0.6956521739130435,0.74,0.48,0.5224,1,235,0.235
17,0.7391304347826086,0.74,0.48,0.5224,1,452,0.452
18,0.782608695652174,0.72,0.51,0.3881,1,383,0.383
19,0.8260869565217391,0.72,0.51,0.4478,1,284,0.284
20,0.8695652173913043,0.68,0.57,0.5224,1,166,0.166
21,0.9130434782608695,0.66,0.61,0.2537,1,158,0.158
22,0.9565217391304348,0.64,0.5,0.2836,1,91,0.091
23,1.0,0.58,0.6,0,1,54,0.054
0,0.0,0.62,0.5,0.1045,1,24,0.024
1,0.043478260869565216,0.62,0.5,0.0896,1,13,0.013
2,0.08695652173913043,0.6,0.53,0.1343,1,14,0.014
3,0.13043478260869565,0.58,0.56,0.1343,1,1,0.001
4,0.17391304347826086,0.56,0.64,0.1343,1,6,0.006
5,0.21739130434782608,0.54,0.68,0.1343,1,16,0.016
6,0.2608695652173913,0.54,0.68,0.2836,1,58,0.058
7,0.30434782608695654,0.54,0.68,0.2239,1,189,0.189
8,0.34782608695652173,0.48,0.88,0.3881,1,226,0.226
9,0.391304347826087,0.46,0.94,0.4925,1,54,0.054
10,0.43478260869565216,0.5,0.82,0.4179,1,40,0.04
11,0.4782608695652174,0.52,0.77,0.3582,1,49,0.049
12,0.5217391304347826,0.56,0.64,0.4627,1,92,0.092
13,0.5652173913043478,0.54,0.68,0.2836,1,106,0.106
14,0.6086956521739131,0.5,0.82,0.2836,1,44,0.044
15,0.6521739130434783,0.48,0.77,0.5224,1,78,0.078
16,0.6956521739130435,0.48,0.77,0.3881,1,99,0.099
17,0.7391304347826086,0.44,0.77,0.2239,1,291,0.291
18,0.782608695652174,0.44,0.77,0.2239,1,224,0.224
19,0.8260869565217391,0.42,0.82,0.2836,1,130,0.13
20,0.8695652173913043,0.42,0.82,0.2836,1,103,0.103
21,0.9130434782608695,0.42,0.82,0.194,1,84,0.084
22,0.9565217391304348,0.4,0.94,0.2985,1,54,0.054
23,1.0,0.4,0.94,0.2537,1,39,0.039
0,0.0,0.4,1,0.2985,1,15,0.015
1,0.043478260869565216,0.4,1,0.2985,1,1,0.001
2,0.08695652173913043,0.4,1,0.2985,1,2,0.002
3,0.13043478260869565,0.4,0.94,0.3284,1,2,0.002
4,0.17391304347826086,0.4,0.94,0.3284,1,3,0.003
5,0.21739130434782608,0.38,0.94,0.2537,1,5,0.005
6,0.2608695652173913,0.38,0.94,0.2239,1,34,0.034
7,0.30434782608695654,0.36,1,0.2239,1,70,0.07
8,0.34782608695652173,0.38,0.94,0.194,1,164,0.164
9,0.391304347826087,0.38,0.94,0.2239,1,65,0.065
10,0.43478260869565216,0.4,0.87,0.194,1,46,0.046
11,0.4782608695652174,0.42,0.82,0.194,1,61,0.061
12,0.5217391304347826,0.42,0.82,0.2537,1,95,0.095
13,0.5652173913043478,0.44,0.77,0.194,1,61,0.061
14,0.6086956521739131,0.42,0.77,0.2537,1,106,0.106
15,0.6521739130434783,0.44,0.72,0.2836,1,81,0.081
16,0.6956521739130435,0.46,0.67,0.2836,1,142,0.142
17,0.7391304347826086,0.46,0.67,0.2985,1,309,0.309
18,0.782608695652174,0.44,0.62,0.3881,1,321,0.321
19,0.8260869565217391,0.44,0.62,0.2537,1,175,0.175
20,0.8695652173913043,0.44,0.62,0.2537,1,126,0.126
21,0.9130434782608695,0.42,0.67,0.1642,1,117,0.117
22,0.9565217391304348,0.42,0.67,0.194,1,99,0.099
23,1.0,0.4,0.71,0.1343,1,62,0.062
0,0.0,0.38,0.76,0.1343,1,21,0.021
1,0.043478260869565216,0.38,0.76,0.2239,1,10,0.01
2,0.08695652173913043,0.36,0.76,0.1343,1,3,0.003
3,0.13043478260869565,0.34,0.81,0.1343,1,2,0.002
4,0.17391304347826086,0.34,0.76,0,1,9,0.009
5,0.21739130434782608,0.34,0.76,0.0896,1,14,0.014
6,0.2608695652173913,0.34,0.76,0.1045,1,70,0.07
7,0.30434782608695654,0.38,0.66,0,1,193,0.193
8,0.34782608695652173,0.42,0.58,0.1642,1,337,0.337
9,0.391304347826087,0.46,0.51,0.1343,1,170,0.17
10,0.43478260869565216,0.5,0.51,0.194,1,89,0.089
11,0.4782608695652174,0.52,0.45,0.1642,1,115,0.115
12,0.5217391304347826,0.54,0.42,0.1343,1,145,0.145
13,0.5652173913043478,0.56,0.37,0.2239,1,159,0.159
14,0.6086956521739131,0.56,0.35,0.0896,1,137,0.137
15,0.6521739130434783,0.6,0.31,0.0896,1,142,0.142
16,0.6956521739130435,0.6,0.26,0.1045,1,202,0.202
17,0.7391304347826086,0.6,0.28,0,1,388,0.388
18,0.782608695652174,0.56,0.3,0,1,337,0.337
19,0.8260869565217391,0.54,0.32,0,1,259,0.259
20,0.8695652173913043,0.5,0.51,0.194,1,169,0.169
21,0.9130434782608695,0.46,0.63,0.1343,1,145,0.145
22,0.9565217391304348,0.48,0.55,0.1045,1,104,0.104
23,1.0,0.46,0.59,0.1045,1,47,0.047
0,0.0,0.44,0.67,0,0,27,0.027
1,0.043478260869565216,0.44,0.62,0,0,15,0.015
2,0.08695652173913043,0.4,0.76,0,0,18,0.018
3,0.13043478260869565,0.4,0.76,0,0,3,0.003
4,0.17391304347826086,0.38,0.82,0.0896,0,3,0.003
5,0.21739130434782608,0.36,0.81,0.1045,0,13,0.013
6,0.2608695652173913,0.36,0.81,0.0896,0,47,0.047
7,0.30434782608695654,0.4,0.71,0.1642,0,149,0.149
8,0.34782608695652173,0.44,0.62,0.2985,0,300,0.3
9,0.391304347826087,0.5,0.55,0.194,0,178,0.178
10,0.43478260869565216,0.5,0.55,0.194,0,122,0.122
11,0.4782608695652174,0.52,0.55,0.194,0,136,0.136
12,0.5217391304347826,0.52,0.55,0.2836,0,200,0.2
13,0.5652173913043478,0.54,0.52,0.2537,0,180,0.18
14,0.6086956521739131,0.54,0.52,0.2537,0,163,0.163
15,0.6521739130434783,0.54,0.52,0.4478,0,162,0.162
16,0.6956521739130435,0.52,0.55,0.4925,0,243,0.243
17,0.7391304347826086,0.5,0.63,0.3881,0,331,0.331
18,0.782608695652174,0.46,0.67,0.3881,0,263,0.263
19,0.8260869565217391,0.42,0.77,0.3881,0,209,0.209
20,0.8695652173913043,0.4,0.76,0.3284,0,118,0.118
21,0.9130434782608695,0.4,0.76,0.2985,0,102,0.102
22,0.9565217391304348,0.38,0.82,0.3881,0,80,0.08
23,1.0,0.36,0.81,0.194,0,64,0.064
0,0.0,0.36,0.81,0.2239,0,43,0.043
1,0.043478260869565216,0.36,0.87,0.2836,0,33,0.033
2,0.08695652173913043,0.36,0.87,0.1343,0,24,0.024
3,0.13043478260869565,0.36,0.87,0.1642,0,14,0.014
4,0.17391304347826086,0.36,0.87,0.2239,0,5,0.005
5,0.21739130434782608,0.38,0.87,0.2836,0,4,0.004
6,0.2608695652173913,0.4,0.82,0.3284,0,10,0.01
7,0.30434782608695654,0.4,0.82,0.4179,0,21,0.021
8,0.34782608695652173,0.4,0.87,0.3582,0,45,0.045
9,0.391304347826087,0.4,1,0.2985,0,29,0.029
10,0.43478260869565216,0.42,0.94,0.3881,0,22,0.022
11,0.4782608695652174,0.42,0.94,0.4478,0,31,0.031
12,0.5217391304347826,0.46,0.88,0.5821,0,32,0.032
13,0.5652173913043478,0.46,0.94,0.5224,0,58,0.058
14,0.6086956521739131,0.52,0.83,0.5821,0,63,0.063
15,0.6521739130434783,0.52,0.83,0.5821,0,78,0.078
16,0.6956521739130435,0.5,0.88,0.4627,0,33,0.033
17,0.7391304347826086,0.5,0.88,0.5821,0,15,0.015
18,0.782608695652174,0.5,0.94,0.3881,0,38,0.038
19,0.8260869565217391,0.52,0.94,0.4179,0,71,0.071
20,0.8695652173913043,0.44,0.94,0.2239,0,53,0.053
21,0.9130434782608695,0.44,0.94,0,0,14,0.014
22,0.9565217391304348,0.42,1,0,0,24,0.024
23,1.0,0.44,0.77,0.2836,0,35,0.035
0,0.0,0.44,0.77,0.2836,0,33,0.033
1,0.043478260869565216,0.42,0.67,0.2239,0,31,0.031
2,0.08695652173913043,0.4,0.62,0.194,0,29,0.029
3,0.13043478260869565,0.4,0.66,0.1343,0,25,0.025
4,0.17391304347826086,0.36,0.76,0.1045,0,7,0.007
5,0.21739130434782608,0.36,0.71,0.1642,0,3,0.003
6,0.2608695652173913,0.36,0.66,0.4478,0,8,0.008
7,0.30434782608695654,0.36,0.5,0.3582,0,16,0.016
8,0.34782608695652173,0.38,0.46,0.3881,0,43,0.043
9,0.391304347826087,0.4,0.43,0.2836,0,102,0.102
10,0.43478260869565216,0.42,0.44,0.4478,0,211,0.211
11,0.4782608695652174,0.46,0.41,0.4179,0,304,0.304
12,0.5217391304347826,0.46,0.38,0.3881,0,354,0.354
13,0.5652173913043478,0.5,0.34,0.3881,0,343,0.343
14,0.6086956521739131,0.52,0.34,0.3881,0,361,0.361
15,0.6521739130434783,0.54,0.32,0.5224,0,388,0.388
16,0.6956521739130435,0.54,0.3,0.3582,0,343,0.343
17,0.7391304347826086,0.56,0.3,0.4478,0,306,0.306
18,0.782608695652174,0.56,0.3,0.3881,0,277,0.277
19,0.8260869565217391,0.56,0.3,0.2985,0,210,0.21
20,0.8695652173913043,0.52,0.36,0.194,0,141,0.141
21,0.9130434782608695,0.5,0.42,0.194,0,83,0.083
22,0.9565217391304348,0.5,0.39,0.1045,0,70,0.07
23,1.0,0.44,0.67,0.1642,0,56,0.056
0,0.0,0.46,0.47,0.0896,1,39,0.039
1,0.043478260869565216,0.46,0.47,0.1343,1,19,0.019
2,0.08695652173913043,0.42,0.67,0.1045,1,16,0.016
3,0.13043478260869565,0.42,0.62,0.1045,1,7,0.007
4,0.17391304347826086,0.4,0.87,0.1642,1,6,0.006
5,0.21739130434782608,0.4,0.76,0.0896,1,16,0.016
6,0.2608695652173913,0.4,0.82,0,1,54,0.054
7,0.30434782608695654,0.46,0.63,0,1,168,0.168
8,0.34782608695652173,0.46,0.63,0,1,297,0.297
9,0.391304347826087,0.5,0.55,0.1045,1,169,0.169
10,0.43478260869565216,0.52,0.55,0.1045,1,109,0.109
11,0.4782608695652174,0.54,0.52,0.0896,1,123,0.123
12,0.5217391304347826,0.56,0.49,0.0896,1,184,0.184
13,0.5652173913043478,0.56,0.49,0.1642,1,169,0.169
14,0.6086956521739131,0.58,0.49,0.194,1,144,0.144
15,0.6521739130434783,0.6,0.43,0.194,1,176,0.176
16,0.6956521739130435,0.6,0.46,0.2836,1,205,0.205
17,0.7391304347826086,0.58,0.49,0.2836,1,428,0.428
18,0.782608695652174,0.64,0.31,0.3582,1,362,0.362
19,0.8260869565217391,0.56,0.46,0.2537,1,286,0.286
20,0.8695652173913043,0.6,0.33,0.2985,1,165,0.165
21,0.9130434782608695,0.56,0.37,0.2836,1,151,0.151
22,0.9565217391304348,0.52,0.55,0.2836,1,90,0.09
23,1.0,0.5,0.59,0.2537,1,46,0.046
0,0.0,0.5,0.55,0.2239,1,25,0.025
1,0.043478260869565216,0.46,0.63,0.2239,1,7,0.007
2,0.08695652173913043,0.46,0.67,0.2836,1,13,0.013
3,0.13043478260869565,0.48,0.63,0.2239,1,3,0.003
4,0.17391304347826086,0.46,0.67,0.0896,1,5,0.005
5,0.21739130434782608,0.46,0.72,0.194,1,18,0.018
6,0.2608695652173913,0.48,0.67,0,1,65,0.065
7,0.30434782608695654,0.52,0.55,0,1,188,0.188
8,0.34782608695652173,0.5,0.68,0.1343,1,351,0.351
9,0.391304347826087,0.52,0.63,0.0896,1,162,0.162
10,0.43478260869565216,0.5,0.72,0.2239,1,75,0.075
11,0.4782608695652174,0.54,0.68,0.1642,1,72,0.072
12,0.5217391304347826,0.54,0.64,0.0896,1,103,0.103
13,0.5652173913043478,0.54,0.68,0.2239,1,129,0.129
14,0.6086956521739131,0.54,0.64,0.194,1,107,0.107
15,0.6521739130434783,0.54,0.65,0.1642,1,127,0.127
16,0.6956521739130435,0.56,0.52,0.2985,1,192,0.192
17,0.7391304347826086,0.56,0.6,0.1045,1,411,0.411
18,0.782608695652174,0.54,0.64,0.1343,1,421,0.421
19,0.8260869565217391,0.5,0.72,0.194,1,276,0.276
20,0.8695652173913043,0.5,0.72,0.2239,1,168,0.168
21,0.9130434782608695,0.5,0.72,0.1343,1,122,0.122
22,0.9565217391304348,0.48,0.77,0.0896,1,112,0.112
23,1.0,0.46,0.88,0.0896,1,52,0.052
0,0.0,0.44,0.88,0.1343,1,33,0.033
1,0.043478260869565216,0.42,0.94,0.1642,1,7,0.007
2,0.08695652173913043,0.42,0.94,0.1642,1,2,0.002
3,0.13043478260869565,0.42,0.94,0,1,2,0.002
4,0.17391304347826086,0.4,1,0.1045,1,9,0.009
5,0.21739130434782608,0.4,0.94,0.194,1,15,0.015
6,0.2608695652173913,0.42,0.94,0.1642,1,64,0.064
7,0.30434782608695654,0.44,0.94,0,1,237,0.237
8,0.34782608695652173,0.62,0.69,0.4627,1,396,0.396
9,0.391304347826087,0.66,0.61,0.2836,1,197,0.197
10,0.43478260869565216,0.62,0.69,0.0896,1,131,0.131
11,0.4782608695652174,0.62,0.69,0.0896,1,118,0.118
12,0.5217391304347826,0.7,0.48,0.3881,1,145,0.145
13,0.5652173913043478,0.7,0.48,0.3881,1,177,0.177
14,0.6086956521739131,0.74,0.4,0.4627,1,148,0.148
15,0.6521739130434783,0.76,0.35,0.3582,1,145,0.145
16,0.6956521739130435,0.76,0.35,0.3582,1,255,0.255
17,0.7391304347826086,0.74,0.37,0.4179,1,432,0.432
18,0.782608695652174,0.74,0.3,0.3582,1,441,0.441
19,0.8260869565217391,0.7,0.32,0.2537,1,383,0.383
20,0.8695652173913043,0.68,0.32,0.1045,1,225,0.225
21,0.9130434782608695,0.66,0.36,0.2836,1,172,0.172
22,0.9565217391304348,0.62,0.41,0.2537,1,117,0.117
23,1.0,0.6,0.4,0.3284,1,93,0.093
0,0.0,0.56,0.43,0.3582,1,44,0.044
1,0.043478260869565216,0.52,0.45,0.2239,1,26,0.026
2,0.08695652173913043,0.5,0.42,0.3881,1,13,0.013
3,0.13043478260869565,0.46,0.51,0.4627,1,7,0.007
4,0.17391304347826086,0.44,0.54,0.4478,1,6,0.006
5,0.21739130434782608,0.42,0.54,0.5522,1,14,0.014
6,0.2608695652173913,0.4,0.58,0.5821,1,75,0.075
7,0.30434782608695654,0.42,0.47,0.4627,1,198,0.198
8,0.34782608695652173,0.4,0.5,0.4925,1,365,0.365
9,0.391304347826087,0.42,0.47,0.2836,1,196,0.196
10,0.43478260869565216,0.42,0.44,0.3582,1,98,0.098
11,0.4782608695652174,0.44,0.41,0.2836,1,133,0.133
12,0.5217391304347826,0.46,0.38,0.1642,1,199,0.199
13,0.5652173913043478,0.48,0.33,0.3284,1,177,0.177
14,0.6086956521739131,0.5,0.34,0.3881,1,228,0.228
15,0.6521739130434783,0.52,0.29,0.4179,1,235,0.235
16,0.6956521739130435,0.52,0.27,0.3582,1,294,0.294
17,0.7391304347826086,0.5,0.29,0.1642,1,481,0.481
18,0.782608695652174,0.5,0.25,0.2836,1,452,0.452
19,0.8260869565217391,0.46,0.28,0.2836,1,324,0.324
20,0.8695652173913043,0.44,0.3,0.1343,1,204,0.204
21,0.9130434782608695,0.42,0.47,0.194,1,184,0.184
22,0.9565217391304348,0.42,0.38,0.0896,1,137,0.137
23,1.0,0.4,0.43,0.1045,1,99,0.099
0,0.0,0.36,0.62,0.194,1,33,0.033
1,0.043478260869565216,0.36,0.53,0.2537,1,24,0.024
2,0.08695652173913043,0.36,0.53,0.2985,1,9,0.009
3,0.13043478260869565,0.36,0.53,0.2985,1,2,0.002
4,0.17391304347826086,0.34,0.53,0.2836,1,3,0.003
5,0.21739130434782608,0.34,0.53,0.2239,1,16,0.016
6,0.2608695652173913,0.34,0.53,0.2836,1,49,0.049
7,0.30434782608695654,0.34,0.53,0.2836,1,180,0.18
8,0.34782608695652173,0.34,0.53,0.2537,1,346,0.346
9,0.391304347826087,0.34,0.61,0.2985,1,195,0.195
10,0.43478260869565216,0.36,0.62,0.194,1,136,0.136
11,0.4782608695652174,0.34,0.66,0.194,1,106,0.106
12,0.5217391304347826,0.34,0.76,0.1343,1,80,0.08
13,0.5652173913043478,0.34,0.87,0.194,1,40,0.04
14,0.6086956521739131,0.34,0.87,0.2537,1,36,0.036
15,0.6521739130434783,0.34,0.87,0.194,1,75,0.075
16,0.6956521739130435,0.34,0.87,0.1343,1,62,0.062
17,0.7391304347826086,0.32,0.93,0.2239,1,69,0.069
18,0.782608695652174,0.32,0.93,0.2239,1,51,0.051
19,0.8260869565217391,0.32,0.93,0.2239,1,55,0.055
20,0.8695652173913043,0.32,0.87,0.2239,1,47,0.047
21,0.9130434782608695,0.3,0.93,0.1642,1,28,0.028
22,0.9565217391304348,0.3,1,0.1343,1,24,0.024
23,1.0,0.32,0.93,0.1045,1,17,0.017
0,0.0,0.32,1,0.194,0,18,0.018
1,0.043478260869565216,0.32,1,0.194,0,16,0.016
2,0.08695652173913043,0.32,1,0.1343,0,17,0.017
3,0.13043478260869565,0.32,1,0.0896,0,4,0.004
4,0.17391304347826086,0.34,1,0,0,5,0.005
5,0.21739130434782608,0.34,1,0,0,7,0.007
6,0.2608695652173913,0.34,1,0.1642,0,11,0.011
